,x,y,z
0,0.0,0.0,0.9333187268243927
1,0.2564565431501872,0.0,1.2786261080708152
2,0.5129130863003744,0.0,1.4284840101509035
3,0.7693696294505615,0.0,1.7062981704599065
4,1.0258261726007487,0.0,1.9337751830445378
5,1.2822827157509358,0.0,1.9993111937077872
6,1.538739258901123,0.0,1.9214851563964603
7,1.7951958020513104,0.0,1.9950524729322796
8,2.0516523452014974,0.0,1.8077500798406438
9,2.3081088883516845,0.0,1.7885367318963703
10,2.5645654315018716,0.0,1.5344156034673913
11,2.821021974652059,0.0,1.2204895007669414
12,3.077478517802246,0.0,0.9749365339427302
13,3.333935060952433,0.0,0.7870522017648675
14,3.5903916041026207,0.0,0.49337711317399835
15,3.8468481472528078,0.0,0.25833919379501413
16,4.103304690402995,0.0,0.18609220797435494
17,4.359761233553182,0.0,-0.03608194222932089
18,4.616217776703369,0.0,-0.04277574294186133
19,4.872674319853556,0.0,0.03575930507413641
20,5.129130863003743,0.0,0.05261904297358879
21,5.385587406153931,0.0,0.2585570981401061
22,5.642043949304118,0.0,0.32383256243199765
23,5.898500492454305,0.0,0.701322064024132
24,6.154957035604492,0.0,0.9670189139687854
25,6.411413578754679,0.0,1.1295792473990705
26,6.667870121904866,0.0,1.4019106820081946
27,6.9243266650550535,0.0,1.5802413189327613
28,7.180783208205241,0.0,1.8141228554563513
29,7.4372397513554285,0.0,1.9021019933117276
30,7.6936962945056155,0.0,2.0098013772168253
31,7.950152837655803,0.0,2.0061299913110875
32,8.20660938080599,0.0,1.9710945496474277
33,8.463065923956178,0.0,1.8710682762939845
34,8.719522467106364,0.0,1.6447134773974024
35,8.975979010256552,0.0,1.377302738993163
36,9.232435553406738,0.0,1.0950805279756453
37,9.488892096556926,0.0,0.903839719122783
38,9.745348639707112,0.0,0.7304368191635972
39,10.0018051828573,0.0,0.47909132634840457
40,10.258261726007486,0.0,0.1991202010146167
41,10.514718269157674,0.0,0.14371759317372249
42,10.771174812307862,0.0,0.1130292956900501
43,11.027631355458048,0.0,-0.08317247424061747
44,11.284087898608236,0.0,0.03480555378103021
45,11.540544441758422,0.0,0.1348002600200334
46,11.79700098490861,0.0,0.2244598880230081
47,12.053457528058797,0.0,0.5750010720682742
48,12.309914071208985,0.0,0.7473530196842133
49,12.566370614359172,0.0,1.0783239558193065
50,0.0,0.2564565431501872,1.026383051056244
51,0.2564565431501872,0.2564565431501872,1.2097558599436038
52,0.5129130863003744,0.2564565431501872,1.442179088224375
53,0.7693696294505615,0.2564565431501872,1.674568165504066
54,1.0258261726007487,0.2564565431501872,1.778771336113698
55,1.2822827157509358,0.2564565431501872,1.8366614552645542
56,1.538739258901123,0.2564565431501872,1.9679419168051666
57,1.7951958020513104,0.2564565431501872,1.9153550201574028
58,2.0516523452014974,0.2564565431501872,1.8035732013926367
59,2.3081088883516845,0.2564565431501872,1.6228436580715244
60,2.5645654315018716,0.2564565431501872,1.599132391162048
61,2.821021974652059,0.2564565431501872,1.251343708303351
62,3.077478517802246,0.2564565431501872,1.1157502191928468
63,3.333935060952433,0.2564565431501872,0.7703607905927031
64,3.5903916041026207,0.2564565431501872,0.48856974081167387
65,3.8468481472528078,0.2564565431501872,0.33004154034855016
66,4.103304690402995,0.2564565431501872,0.08815215387888797
