,x1,x2,x3
0,5.211855834217299,3.849400552367379,-0.1831797140564625
1,5.211855834217299,3.849400552367379,0.04618789192518458
2,5.211855834217299,3.849400552367379,-0.04977338702534939
3,5.211855834217299,3.849400552367379,-0.3812947625576193
4,5.211855834217299,3.849400552367379,-0.34911980404881504
5,5.211855834217299,3.849400552367379,0.02216181549076346
6,5.211855834217299,3.849400552367379,-0.34346541233671146
7,5.211855834217299,3.849400552367379,0.46421842930051815
8,5.211855834217299,3.849400552367379,-0.30829980945315605
9,5.211855834217299,3.849400552367379,-0.2017925205942499
10,-2.0112035640067987,3.849400552367379,-0.1831797140564625
11,-2.0112035640067987,3.849400552367379,0.04618789192518458
12,-2.0112035640067987,3.849400552367379,-0.04977338702534939
13,-2.0112035640067987,3.849400552367379,-0.3812947625576193
14,-2.0112035640067987,3.849400552367379,-0.34911980404881504
15,-2.0112035640067987,3.849400552367379,0.02216181549076346
16,-2.0112035640067987,3.849400552367379,-0.34346541233671146
17,-2.0112035640067987,3.849400552367379,0.46421842930051815
18,-2.0112035640067987,3.849400552367379,-0.30829980945315605
19,-2.0112035640067987,3.849400552367379,-0.2017925205942499
20,3.707543211720822,3.849400552367379,-0.1831797140564625
21,3.707543211720822,3.849400552367379,0.04618789192518458
22,3.707543211720822,3.849400552367379,-0.04977338702534939
23,3.707543211720822,3.849400552367379,-0.3812947625576193
24,3.707543211720822,3.849400552367379,-0.34911980404881504
25,3.707543211720822,3.849400552367379,0.02216181549076346
26,3.707543211720822,3.849400552367379,-0.34346541233671146
27,3.707543211720822,3.849400552367379,0.46421842930051815
28,3.707543211720822,3.849400552367379,-0.30829980945315605
29,3.707543211720822,3.849400552367379,-0.2017925205942499
30,-3.709563270685759,3.849400552367379,-0.1831797140564625
31,-3.709563270685759,3.849400552367379,0.04618789192518458
32,-3.709563270685759,3.849400552367379,-0.04977338702534939
33,-3.709563270685759,3.849400552367379,-0.3812947625576193
34,-3.709563270685759,3.849400552367379,-0.34911980404881504
35,-3.709563270685759,3.849400552367379,0.02216181549076346
36,-3.709563270685759,3.849400552367379,-0.34346541233671146
37,-3.709563270685759,3.849400552367379,0.46421842930051815
38,-3.709563270685759,3.849400552367379,-0.30829980945315605
39,-3.709563270685759,3.849400552367379,-0.2017925205942499
40,4.009266821998034,3.849400552367379,-0.1831797140564625
41,4.009266821998034,3.849400552367379,0.04618789192518458
42,4.009266821998034,3.849400552367379,-0.04977338702534939
43,4.009266821998034,3.849400552367379,-0.3812947625576193
44,4.009266821998034,3.849400552367379,-0.34911980404881504
45,4.009266821998034,3.849400552367379,0.02216181549076346
46,4.009266821998034,3.849400552367379,-0.34346541233671146
47,4.009266821998034,3.849400552367379,0.46421842930051815
48,4.009266821998034,3.849400552367379,-0.30829980945315605
49,4.009266821998034,3.849400552367379,-0.2017925205942499
50,-5.144134607938457,3.849400552367379,-0.1831797140564625
51,-5.144134607938457,3.849400552367379,0.04618789192518458
52,-5.144134607938457,3.849400552367379,-0.04977338702534939
53,-5.144134607938457,3.849400552367379,-0.3812947625576193
54,-5.144134607938457,3.849400552367379,-0.34911980404881504
55,-5.144134607938457,3.849400552367379,0.02216181549076346
56,-5.144134607938457,3.849400552367379,-0.34346541233671146
57,-5.144134607938457,3.849400552367379,0.46421842930051815
58,-5.144134607938457,3.849400552367379,-0.30829980945315605
59,-5.144134607938457,3.849400552367379,-0.2017925205942499
60,2.3115528031103865,3.849400552367379,-0.1831797140564625
61,2.3115528031103865,3.849400552367379,0.04618789192518458
62,2.3115528031103865,3.849400552367379,-0.04977338702534939
63,2.3115528031103865,3.849400552367379,-0.3812947625576193
64,2.3115528031103865,3.849400552367379,-0.34911980404881504
65,2.3115528031103865,3.849400552367379,0.02216181549076346
66,2.3115528031103865,3.849400552367379,-0.34346541233671146
67,2.3115528031103865,3.849400552367379,0.46421842930051815
68,2.3115528031103865,3.849400552367379,-0.30829980945315605
69,2.3115528031103865,3.849400552367379,-0.2017925205942499
70,5.901593450587007,3.849400552367379,-0.1831797140564625
71,5.901593450587007,3.849400552367379,0.04618789192518458
72,5.901593450587007,3.849400552367379,-0.04977338702534939
73,5.901593450587007,3.849400552367379,-0.3812947625576193
74,5.901593450587007,3.849400552367379,-0.34911980404881504
75,5.901593450587007,3.849400552367379,0.02216181549076346
76,5.901593450587007,3.849400552367379,-0.34346541233671146
77,5.901593450587007,3.849400552367379,0.46421842930051815
78,5.901593450587007,3.849400552367379,-0.30829980945315605
79,5.901593450587007,3.849400552367379,-0.2017925205942499
80,5.952395023156114,3.849400552367379,-0.1831797140564625
